,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,PM10,PM2.5,RH,SO2
7373,21.0,1.8,0.2,0.06,1.5,16.0,17.0,31.0,23.5,72.0,4.1
7374,21.0,1.8,0.26,0.07,3.7,17.0,20.0,31.0,23.5,72.0,4.5
7375,21.0,1.8,0.4,0.12,6.2,17.0,24.0,33.0,18.3,71.0,4.3
7376,23.0,1.8,0.33,0.14,9.8,16.0,26.0,44.0,27.4,68.0,4.4
7377,24.0,1.8,0.3,0.14,7.7,15.0,23.0,43.0,30.0,64.0,3.6
7378,26.0,1.8,0.33,0.12,3.88,12.89,16.78,58.56,26.971,60.0,4.3
7379,28.0,1.83,0.28,0.09,2.25,10.57,12.72,72.0,33.9,56.0,4.11
7380,29.0,1.7,0.3,0.06,1.62,9.23,10.96,72.0,44.3,53.0,4.18
7381,29.0,1.7,0.24,0.04,3.3,5.4,8.7,63.0,31.3,53.0,2.8
7382,29.0,1.7,0.25,0.04,2.7,6.2,8.9,65.0,26.1,54.0,3.3
7383,28.0,1.7,0.25,0.06,1.6,8.4,10.0,78.0,19.6,58.0,3.2
7384,27.0,1.7,0.29,0.1,1.0,10.0,11.0,87.0,39.1,61.0,3.1
7385,26.0,1.7,0.4,0.16,0.6,15.0,16.0,91.0,50.8,65.0,3.4
7386,26.0,1.7,0.35,0.13,0.3,14.0,15.0,79.0,50.8,68.0,3.2
7387,25.0,1.8,0.36,0.15,0.8,14.0,15.0,86.0,40.4,66.0,4.4
7388,25.0,1.8,0.35,0.15,0.9,16.0,17.0,81.0,31.3,69.0,4.3
7389,24.0,1.8,0.38,0.17,0.7,19.0,20.0,78.0,36.5,71.0,4.2
7390,23.0,1.8,0.4,0.21,0.3,20.0,20.0,74.0,39.1,73.0,4.5
7391,23.0,1.9,0.42,0.19,0.6,22.0,23.0,70.0,48.2,74.0,4.8
7392,22.0,1.9,0.49,0.17,2.0,26.0,28.0,67.0,43.0,76.0,4.3
7393,22.0,1.9,0.46,0.16,2.3,24.0,26.0,55.0,41.7,77.0,3.0
7394,22.0,2.0,0.46,0.27,4.3,27.0,31.0,56.0,33.9,77.0,3.9
7395,21.0,2.0,0.43,0.36,1.1,22.0,23.0,53.0,43.0,79.0,4.0
7396,21.0,2.0,0.41,0.27,4.4,24.0,28.0,56.0,41.7,80.0,3.6
7397,21.0,2.0,0.41,0.26,9.6,29.0,39.0,55.0,41.7,79.0,4.9
7398,21.0,2.1,0.52,0.29,19.0,27.0,47.0,65.0,44.3,80.0,4.4
7399,22.0,2.1,0.8,0.35,35.0,33.0,68.0,76.0,54.7,79.0,5.2
7400,25.0,2.0,0.73,0.31,12.0,29.0,41.0,93.0,65.1,73.0,4.7
7401,26.0,1.8,0.41,0.22,2.7,18.0,20.0,94.0,57.3,66.0,3.8
7402,28.0,1.8,0.31,0.13,1.3,12.0,13.0,51.0,58.6,59.0,3.0
7403,29.0,1.8,0.31,0.1,0.4,11.0,12.0,50.0,58.6,56.0,3.0
7404,29.0,1.7,0.27,0.07,0.4,9.1,9.5,68.0,48.2,53.0,2.9
7405,29.0,1.7,0.26,0.05,0.7,7.5,8.2,58.0,37.8,56.0,2.4
7406,29.0,1.7,0.2,0.05,0.7,6.9,7.6,55.0,17.0,58.0,1.9
7407,28.0,1.7,0.23,0.04,0.7,8.5,9.2,55.0,19.6,60.0,2.5
7408,27.0,1.7,0.25,0.08,0.5,10.0,11.0,61.0,24.8,63.0,2.1
7409,26.0,1.7,0.31,0.08,-0.2,11.0,11.0,57.0,27.4,69.0,1.8
7410,25.0,1.7,0.36,0.16,0.3,14.0,14.0,56.0,31.3,73.0,2.2
7411,25.0,1.7,0.37,0.19,0.1,14.0,14.0,51.0,30.0,75.0,2.5
7412,25.0,1.8,0.38,0.23,0.4,15.0,16.0,56.0,43.0,77.0,2.6
7413,24.0,1.9,0.39,0.21,0.4,14.0,15.0,59.0,46.9,79.0,2.7
7414,24.0,1.9,0.45,0.27,0.0,16.0,16.0,67.0,50.8,81.0,2.4
7415,23.0,1.9,0.42,0.22,0.1,17.0,17.0,68.0,52.1,83.0,3.2
7416,23.0,2.1,0.44,0.23,0.4,23.0,23.0,68.0,54.7,85.0,2.3
7417,23.0,2.1,0.42,0.19,0.4,23.0,23.0,74.0,50.8,86.0,2.6
7418,22.0,2.2,0.44,0.22,0.0,23.0,23.0,83.0,66.4,87.0,2.8
7419,22.0,2.3,0.46,0.26,2.3,22.0,24.0,90.0,75.5,88.0,2.6
7420,22.0,2.1,0.42,0.25,3.0,25.0,28.0,87.0,74.2,89.0,3.7
7421,22.0,2.2,0.47,0.25,4.1,23.0,27.0,79.0,67.7,90.0,3.4
7422,22.0,2.0,0.57,0.28,5.8,24.0,30.0,84.0,58.6,86.0,5.0
7423,23.0,1.9,0.6,0.21,7.2,21.0,29.0,88.0,66.4,82.0,5.6
7424,25.0,1.8,0.45,0.15,6.7,20.0,26.0,88.0,70.3,75.0,5.6
7425,26.0,1.8,0.38,0.12,4.5,16.0,20.0,77.0,70.3,66.0,4.4
7426,28.0,1.7,0.25,0.07,1.7,7.5,9.2,65.0,61.2,58.0,2.8
7427,29.0,1.7,0.24,0.06,2.0,6.8,8.7,62.0,50.8,57.0,2.7
7428,29.0,1.7,0.21,0.03,1.6,5.4,7.0,54.0,36.5,56.0,2.5
7429,29.0,1.7,0.18,0.02,1.7,4.6,6.3,49.0,39.1,58.0,1.9
7430,29.0,1.6,0.16,0.02,1.6,4.6,6.1,40.0,28.7,61.0,2.0
7431,28.0,1.6,0.16,0.03,1.3,5.5,6.8,40.0,36.5,66.0,2.1
7432,27.0,1.6,0.19,0.04,1.6,5.7,7.3,45.0,31.3,71.0,2.0
7433,26.0,1.6,0.25,0.08,1.4,7.9,9.3,54.0,40.4,75.0,2.0
7434,25.0,1.7,0.27,0.08,1.9,8.9,11.0,55.0,43.0,78.0,2.1
7435,25.0,1.7,0.33,0.1,1.1,11.0,12.0,56.0,56.0,79.0,2.3
7436,25.0,1.7,0.41,0.17,1.4,14.0,15.0,64.0,57.3,80.0,2.7
7437,24.0,1.8,0.52,0.19,2.1,21.0,23.0,74.0,67.7,82.0,2.6
7438,24.0,1.8,0.5,0.17,2.1,24.0,26.0,79.0,67.7,83.0,4.3
7439,24.0,1.9,0.48,0.17,1.7,22.0,23.0,77.0,87.2,85.0,3.1
7440,23.0,1.9,0.44,0.21,1.7,22.0,24.0,86.0,74.2,86.0,4.5
7441,23.0,1.9,0.4,0.19,1.8,18.0,20.0,83.0,79.4,86.0,3.5
7442,23.0,1.9,0.3,0.2,1.7,13.0,14.0,73.0,58.6,87.0,2.7
7443,23.0,2.0,0.33,0.28,0.2,16.0,16.0,61.0,61.2,87.0,2.3
7444,23.0,2.0,0.35,0.3,0.1,15.0,15.0,59.0,56.0,87.0,2.0
7445,22.0,2.0,0.33,0.25,0.7,14.0,15.0,53.0,50.8,88.0,1.7
7446,22.0,1.9,0.34,0.17,2.0,15.0,17.0,51.0,46.9,87.0,2.5
7447,24.0,2.0,0.39,0.22,3.5,17.0,20.0,51.0,46.9,82.0,2.6
7448,25.0,1.9,0.44,0.11,3.9,22.0,26.0,67.0,50.8,78.0,4.5
7449,27.0,1.8,0.36,0.07,2.1,14.0,16.0,72.0,62.5,68.0,4.7
7450,28.0,1.7,0.25,0.04,-0.2,5.6,5.4,69.0,57.3,61.0,2.7
7451,29.0,1.7,0.21,0.02,-0.3,4.2,3.8,54.0,52.1,58.0,1.9
7452,29.0,1.7,0.22,0.02,1.47,7.32,8.8,44.0,33.9,59.0,2.2
7453,30.0,1.7,0.28,0.03,1.38,7.28,8.72,45.0,37.8,58.0,2.5
7454,29.0,1.7,0.31,0.04,1.46,9.7,10.94,58.0,56.0,59.0,3.3
7455,29.0,1.7,0.27,0.03,-0.4,6.9,6.5,63.0,57.3,60.0,2.8
7456,28.0,1.7,0.28,0.04,1.31,8.92,10.19,61.0,59.9,67.0,2.5
7457,27.0,1.7,0.32,0.06,1.18,10.35,11.67,58.0,54.7,71.0,2.4
7458,26.0,1.7,0.32,0.06,1.35,11.6,13.01,53.0,57.3,75.0,2.6
7459,26.0,1.7,0.31,0.07,-0.2,11.0,11.0,56.0,56.0,78.0,3.0
7460,25.0,1.8,0.37,0.13,-0.3,14.0,14.0,55.0,57.3,78.0,3.1
7461,25.0,1.8,0.32,0.12,-0.5,12.0,11.0,65.0,59.9,81.0,2.5
7462,25.0,1.8,0.29,0.07,1.91,13.44,15.45,62.0,54.7,84.0,2.2
7463,24.0,1.8,0.34,0.1,-0.5,11.0,10.0,60.0,45.6,85.0,2.4
7464,24.0,1.9,0.29,0.11,1.81,12.13,13.92,51.0,43.0,85.0,2.7
7465,24.0,2.0,0.29,0.13,1.42,10.59,12.12,58.0,41.7,87.0,2.2
7466,24.0,2.1,0.35,0.19,1.41,11.13,12.58,60.0,54.7,89.0,2.3
7467,23.0,2.1,0.44,0.29,1.5,23.0,25.0,71.0,61.2,88.0,3.4
7468,23.0,2.0,0.4,0.26,1.5,16.0,17.0,75.0,71.6,87.0,4.4
7469,23.0,2.1,0.39,0.27,2.9,21.0,24.0,84.0,70.3,88.0,4.3
7470,24.0,2.0,0.57,0.32,10.0,24.0,34.0,88.0,83.3,86.0,5.0
7471,25.0,1.9,0.7,0.36,7.6,24.0,31.0,83.0,74.2,82.0,7.0
7472,26.0,1.8,0.51,0.17,5.3,18.0,23.0,77.0,75.5,76.0,5.5
7473,28.0,1.7,0.32,0.1,5.4,17.0,22.0,67.0,56.0,65.0,3.9
7474,29.0,1.6,0.21,0.06,1.9,5.5,7.3,60.0,52.1,58.0,2.3
7475,30.0,1.7,0.2,0.04,1.6,5.1,6.7,53.0,39.1,54.0,2.0
7476,30.0,1.6,0.16,0.02,1.6,2.9,4.5,46.0,31.3,53.0,1.8
7477,30.0,1.6,0.16,0.02,1.0,2.6,3.6,40.0,30.0,56.0,2.1
7478,30.0,1.6,0.17,0.01,1.6,3.4,5.0,36.0,22.2,58.0,2.0
7479,29.0,1.6,0.18,0.04,1.8,4.3,6.1,42.0,30.0,58.0,1.7
7480,28.0,1.6,0.21,0.07,1.7,6.5,8.2,51.0,26.1,61.0,2.0
7481,27.0,1.6,0.28,0.08,1.2,8.9,10.0,54.0,36.5,66.0,1.7
7482,27.0,1.7,0.32,0.19,1.4,13.0,14.0,51.0,24.8,74.0,2.7
7483,26.0,1.7,0.3,0.32,0.8,14.0,15.0,43.0,30.0,78.0,3.4
7484,26.0,1.7,0.36,0.29,1.1,15.0,16.0,46.0,23.5,80.0,2.4
7485,25.0,1.9,0.41,0.19,0.7,16.0,17.0,48.0,31.3,82.0,2.6
7486,25.0,1.9,0.39,0.18,1.5,21.0,22.0,52.0,32.6,83.0,2.5
7487,25.0,1.9,0.41,0.21,1.8,27.0,29.0,61.0,53.4,84.0,4.2
7488,24.0,2.1,0.41,0.15,1.8,25.0,27.0,63.0,61.2,83.0,5.5
7489,25.0,2.24,0.35,0.18,1.7,21.0,22.0,68.0,57.3,79.0,3.6
7490,24.0,2.46,0.32,0.19,1.6,19.0,21.0,52.0,43.0,80.0,2.8
7491,24.0,2.0,0.32,0.34,3.1,18.0,21.0,47.0,37.8,80.0,2.3
7492,23.0,2.2,0.38,0.27,4.6,23.0,27.0,55.0,48.2,85.0,3.2
7493,23.0,2.3,0.42,0.27,18.0,24.0,42.0,63.0,57.3,88.0,3.7
7494,23.0,2.1,0.5,0.22,9.9,24.0,33.0,82.0,67.7,89.0,4.6
7495,24.0,2.0,0.64,0.24,12.0,20.0,32.0,79.0,76.8,83.0,5.6
7496,26.0,1.8,0.41,0.12,5.3,14.0,19.0,86.0,84.6,76.0,4.1
7497,28.0,1.7,0.25,0.08,4.0,9.7,14.0,71.0,67.7,64.0,3.1
7498,29.0,1.7,0.21,0.07,2.3,5.4,7.8,63.0,52.1,58.0,2.3
7499,30.0,1.7,0.2,0.04,2.8,5.1,7.9,54.0,37.8,55.0,2.3
7500,30.0,1.7,0.2,0.04,2.3,4.2,6.5,58.0,37.8,54.0,2.2
7501,29.0,1.7,0.2,0.05,2.1,5.4,7.5,54.0,36.5,58.0,2.5
7502,30.0,1.7,0.2,0.06,2.5,6.4,8.9,57.0,41.7,59.0,2.4
7503,29.0,1.7,0.23,0.07,2.5,7.1,9.6,70.0,52.1,61.0,2.1
7504,28.0,1.7,0.24,0.1,2.3,8.0,10.0,91.0,61.2,66.0,1.7
7505,26.0,1.7,0.38,0.11,1.8,10.0,12.0,115.0,54.7,73.0,1.5
7506,25.0,1.8,0.48,0.15,2.1,15.0,17.0,123.0,54.7,75.0,3.0
7507,24.0,1.8,0.48,0.14,2.4,15.0,17.0,112.0,41.7,74.0,2.5
7508,23.0,1.8,0.49,0.15,2.6,16.0,19.0,79.0,32.6,75.0,1.7
7509,23.0,1.8,0.44,0.15,2.3,17.0,20.0,49.0,26.1,76.0,1.9
7510,23.0,1.8,0.38,0.15,2.5,12.0,14.0,39.0,17.0,77.0,1.9
7511,22.0,1.8,0.35,0.13,2.4,10.0,13.0,34.0,22.2,77.0,1.5
7512,22.0,1.8,0.34,0.13,2.0,9.7,12.0,31.0,13.1,78.0,1.3
7513,22.0,1.8,0.34,0.12,2.2,11.0,13.0,22.0,10.5,78.0,2.7
7514,22.0,1.8,0.33,0.11,2.6,11.0,14.0,21.0,5.3,79.0,2.6
7515,22.0,1.8,0.31,0.09,1.4,12.0,13.0,16.0,5.3,78.0,2.8
7516,21.0,1.8,0.24,0.08,1.6,12.0,13.0,26.0,14.4,78.0,2.7
7517,21.0,1.8,0.25,0.09,2.0,10.0,12.0,29.0,15.7,77.0,2.4
7518,21.0,1.7,0.27,0.07,2.8,14.0,17.0,31.0,13.1,77.0,2.9
7519,21.0,1.7,0.39,0.12,5.3,15.0,20.0,29.0,10.5,74.0,3.2
7520,22.0,1.7,0.31,0.1,5.9,13.0,19.0,36.0,10.5,70.0,3.2
7521,24.0,1.7,0.29,0.14,6.6,13.0,19.0,45.0,15.7,68.0,3.4
7522,25.0,1.7,0.28,0.11,4.7,13.0,17.0,52.0,15.7,63.0,3.3
7523,26.0,1.7,0.27,0.1,3.1,11.0,14.0,60.0,26.1,60.0,2.7
7524,27.0,1.7,0.29,0.07,2.2,10.0,13.0,62.0,19.6,59.0,3.0
7525,28.0,1.7,0.27,0.07,1.6,9.7,11.0,108.1,37.41,57.0,2.9
7526,28.0,1.7,0.24,0.07,1.6,8.3,9.9,67.0,36.5,55.0,2.9
7527,28.0,1.7,0.27,0.12,1.9,11.0,13.0,99.0,32.6,57.0,3.1
7528,27.0,1.7,0.33,0.15,1.7,14.0,16.0,116.0,40.4,60.0,3.8
7529,25.0,1.7,0.38,0.17,1.4,19.0,21.0,144.0,39.1,66.0,3.8
7530,24.0,1.8,0.39,0.16,1.1,19.0,20.0,150.0,44.3,68.0,3.7
7531,23.0,1.8,0.46,0.24,1.8,23.0,25.0,140.0,39.1,69.0,4.1
7532,23.0,1.8,0.52,0.24,2.6,25.0,28.0,124.0,48.2,69.0,4.5
7533,23.0,1.8,0.46,0.28,2.2,25.0,27.0,109.0,43.0,68.0,4.4
7534,22.0,1.8,0.53,0.23,4.2,29.0,34.0,93.0,41.7,69.0,5.3
7535,22.0,1.8,0.46,0.16,3.2,30.0,33.0,81.0,36.5,70.0,6.1
7536,22.0,1.9,0.41,0.18,2.7,29.0,32.0,70.0,39.1,70.0,7.3
7537,22.0,1.9,0.38,0.2,1.9,27.0,29.0,65.0,40.4,71.0,4.2
7538,22.0,1.9,0.29,0.14,1.7,19.0,21.0,60.0,36.5,72.0,3.4
7539,22.0,1.9,0.29,0.17,1.1,18.0,19.0,52.0,24.8,71.0,3.6
7540,22.0,1.9,0.32,0.2,1.5,20.0,21.0,52.0,28.7,72.0,3.3
7541,22.0,2.0,0.35,0.18,4.6,23.0,28.0,57.0,32.6,73.0,3.8
7542,22.0,1.9,0.36,0.24,6.6,23.0,29.0,63.0,45.6,74.0,4.8
7543,22.0,1.8,0.55,0.23,7.0,21.0,28.0,62.0,40.4,73.0,4.0
7544,23.0,1.7,0.5,0.12,6.5,26.0,33.0,57.0,31.3,76.0,6.3
7545,23.0,1.7,0.39,0.12,4.8,20.0,25.0,50.0,40.4,75.0,3.9
7546,24.0,1.7,0.29,0.09,2.6,10.0,13.0,44.0,28.7,74.0,2.0
7547,25.0,1.7,0.31,0.09,3.6,12.0,16.0,39.0,36.5,71.0,2.6
7548,26.0,1.7,0.3,0.07,2.1,8.9,11.0,36.0,15.7,67.0,2.9
7549,26.0,1.7,0.39,0.07,4.5,13.0,18.0,32.0,31.3,65.0,4.7
7550,25.0,1.7,0.4,0.08,6.6,18.0,25.0,35.0,17.0,66.0,6.3
7551,25.0,1.7,0.33,0.09,2.8,15.0,18.0,48.0,23.5,69.0,3.7
7552,24.0,1.7,0.35,0.11,2.2,17.0,19.0,47.0,18.3,70.0,3.1
7553,24.0,1.7,0.32,0.13,1.6,14.0,15.0,48.0,28.7,70.0,2.3
7554,23.0,1.7,0.35,0.13,1.6,18.0,19.0,49.0,27.4,71.0,3.3
7555,22.0,1.7,0.35,0.13,1.2,19.0,20.0,44.0,24.8,74.0,3.5
7556,22.0,1.7,0.34,0.14,0.9,18.0,19.0,42.0,22.2,77.0,3.2
7557,22.0,1.7,0.33,0.15,1.6,19.0,21.0,44.0,15.7,79.0,2.5
7558,21.0,1.7,0.28,0.14,0.8,16.0,17.0,41.0,13.1,80.0,2.3
7559,21.0,1.8,0.3,0.14,1.0,14.0,15.0,39.0,11.8,81.0,2.2
7560,21.0,1.8,0.29,0.14,0.9,18.0,19.0,34.0,10.5,81.0,1.2
7561,21.0,1.8,0.27,0.18,0.9,16.0,16.0,34.0,13.1,82.0,0.6
7562,20.0,1.8,0.29,0.14,1.3,17.0,19.0,34.0,28.7,83.0,1.1
7563,20.0,1.8,0.3,0.14,0.4,19.0,20.0,31.0,41.7,83.0,1.3
7564,20.0,1.8,0.31,0.16,0.6,20.0,20.0,35.0,33.9,83.0,1.8
7565,20.0,1.8,0.39,0.18,2.8,22.0,24.0,40.0,24.8,83.0,1.6
7566,20.0,1.9,0.46,0.22,10.0,22.0,32.0,47.0,24.8,84.0,2.2
7567,21.0,1.9,0.6,0.26,16.0,21.0,38.0,50.0,39.1,83.0,2.6
7568,21.0,1.9,0.55,0.25,16.0,20.0,37.0,50.0,45.6,80.0,4.1
7569,24.0,1.9,0.48,0.26,8.8,20.0,29.0,59.0,50.8,74.0,2.6
7570,26.0,1.8,0.44,0.24,2.7,17.0,20.0,72.0,62.5,69.0,2.2
7571,27.0,1.8,0.43,0.27,0.3,15.0,16.0,83.0,76.8,63.0,2.0
7572,27.0,1.8,0.41,0.15,0.6,14.0,14.0,89.0,79.4,64.0,1.6
7573,28.0,1.8,0.4,0.12,0.5,12.0,13.0,88.0,75.5,65.0,1.5
7574,26.0,1.7,0.34,0.09,0.4,11.0,11.0,93.0,69.0,69.0,1.2
7575,26.0,1.7,0.42,0.11,0.3,17.0,17.0,88.0,59.9,68.0,2.4
7576,26.0,1.7,0.41,0.13,0.2,18.0,18.0,75.0,48.2,69.0,2.2
7577,25.0,1.7,0.48,0.16,0.4,19.0,20.0,62.0,31.3,70.0,2.5
7578,25.0,1.8,0.65,0.26,0.1,25.0,25.0,58.0,45.6,72.0,2.4
7579,25.0,1.8,0.57,0.23,-0.1,21.0,21.0,66.0,44.3,71.0,2.3
7580,25.0,1.8,0.64,0.28,0.0,28.0,28.0,68.0,56.0,73.0,2.5
7581,25.0,1.9,0.57,0.23,-0.1,23.0,23.0,77.0,54.7,74.0,2.3
7582,25.0,1.9,0.53,0.22,0.1,20.0,20.0,71.0,58.6,76.0,3.0
7583,25.0,1.9,0.51,0.25,-0.3,18.0,17.0,83.0,71.6,77.0,3.0
7584,24.0,1.9,0.41,0.14,1.31,16.68,18.1,78.0,59.9,79.0,2.6
7585,24.0,1.9,0.32,0.12,-0.1,10.0,10.0,75.0,52.1,80.0,2.9
7586,24.0,1.9,0.33,0.11,-0.2,13.0,12.0,59.0,33.9,80.0,3.2
7587,24.0,1.9,0.39,0.13,1.1,19.0,20.0,66.0,36.5,79.0,3.9
7588,24.0,2.0,0.51,0.21,1.5,24.0,25.0,82.0,57.3,79.0,4.8
7589,24.0,2.1,0.5,0.29,1.5,23.0,25.0,100.0,71.6,80.0,4.8
7590,24.0,2.2,0.53,0.34,1.9,21.0,23.0,100.0,93.7,80.0,3.8
7591,24.0,2.2,0.62,0.51,5.63,19.3,25.3,109.0,85.9,79.0,4.2
7592,26.0,2.1,0.61,0.26,6.0,22.0,28.0,110.0,91.1,74.0,5.4
7593,27.0,1.9,0.52,0.21,3.4,18.0,21.0,114.0,89.8,66.0,6.1
7594,29.0,1.8,0.37,0.11,1.7,9.9,12.0,94.0,75.5,60.0,3.6
7595,30.0,1.7,0.3,0.07,1.3,6.5,7.8,78.0,53.4,57.0,2.9
7596,30.0,1.7,0.27,0.06,1.6,6.5,8.1,58.0,30.0,57.0,2.9
7597,30.0,1.7,0.24,0.04,1.5,5.4,6.9,54.0,30.0,58.0,2.6
7598,29.0,1.7,0.23,0.04,1.4,5.5,6.9,50.0,27.4,61.0,2.2
7599,28.0,1.7,0.22,0.03,1.4,5.5,6.9,49.0,26.1,67.0,1.6
7600,27.0,1.7,0.23,0.06,1.8,6.0,7.7,53.0,32.6,65.0,1.5
7601,27.0,1.7,0.3,0.08,1.7,9.9,12.0,60.0,32.6,68.0,2.1
7602,26.0,1.7,0.31,0.12,1.6,10.0,12.0,60.0,39.1,76.0,2.2
7603,26.0,1.8,0.38,0.16,1.3,12.0,13.0,63.0,43.0,76.0,2.6
7604,25.0,1.8,0.44,0.16,1.1,14.0,16.0,67.0,58.6,77.0,2.4
7605,25.0,1.8,0.56,0.19,1.7,24.0,26.0,86.0,67.7,79.0,3.3
7606,24.0,1.9,0.68,0.22,3.0,27.0,30.0,90.0,79.4,80.0,4.8
7607,24.0,2.0,0.67,0.21,2.7,30.0,32.0,96.0,79.4,82.0,6.0
7608,24.0,2.0,0.7,0.25,4.0,30.0,34.0,106.0,100.2,83.0,6.9
7609,24.0,2.1,0.68,0.27,2.9,29.0,32.0,116.0,95.0,84.0,4.8
7610,23.0,2.2,0.65,0.26,7.5,37.0,45.0,124.0,109.3,85.0,4.8
7611,23.0,2.1,0.6,0.3,2.8,31.0,34.0,129.0,100.2,87.0,4.2
7612,23.0,2.1,0.56,0.2,1.7,19.0,20.0,125.0,102.8,88.0,4.6
7613,22.0,2.1,0.59,0.18,1.9,21.0,23.0,127.0,91.1,89.0,5.5
7614,22.0,2.2,0.63,0.22,4.4,21.0,25.0,118.0,93.7,90.0,5.6
7615,23.0,2.2,0.69,0.23,8.9,22.0,31.0,121.0,97.6,87.0,7.2
7616,25.0,2.1,0.7,0.23,8.9,25.0,33.0,121.0,113.2,81.0,7.0
7617,26.0,1.9,0.6,0.17,3.8,19.0,23.0,124.0,102.8,73.0,6.7
7618,28.0,1.8,0.53,0.15,2.1,14.0,16.0,119.0,96.3,66.0,4.7
7619,29.0,1.8,0.4,0.07,1.3,8.9,10.0,96.0,84.6,63.0,3.9
7620,29.0,1.7,0.36,0.05,1.8,8.1,9.9,80.0,79.4,64.0,4.3
7621,29.0,1.7,0.3,0.03,1.1,6.2,7.3,67.0,61.2,63.0,3.3
7622,29.0,1.7,0.26,0.02,0.9,5.5,6.4,64.0,39.1,63.0,2.4
7623,28.0,1.6,0.24,0.02,1.3,5.2,6.5,52.0,28.7,66.0,2.1
7624,27.0,1.6,0.25,0.03,1.2,5.7,6.9,39.0,32.6,71.0,2.4
7625,27.0,1.7,0.31,0.06,1.3,7.8,9.1,43.0,54.7,76.0,2.8
7626,26.0,1.7,0.34,0.08,1.3,9.4,11.0,50.0,59.9,79.0,2.3
7627,26.0,1.7,0.34,0.07,1.2,9.9,11.0,66.0,58.6,81.0,2.2
7628,25.0,1.7,0.36,0.08,0.9,11.0,12.0,65.0,48.2,82.0,2.3
7629,25.0,1.8,0.39,0.1,1.0,12.0,13.0,71.0,46.9,84.0,2.1
7630,25.0,1.9,0.45,0.12,0.9,15.0,15.0,81.0,70.3,86.0,2.5
7631,24.0,1.8,0.44,0.13,1.1,16.0,17.0,93.0,82.0,88.0,2.4
7632,24.0,1.9,0.42,0.12,1.3,17.0,18.0,103.0,111.9,88.0,2.4
7633,23.0,2.0,0.42,0.14,1.1,15.0,16.0,114.0,108.0,90.0,3.0
7634,23.0,2.0,0.46,0.19,1.1,16.0,17.0,119.0,119.7,90.0,2.6
7635,23.0,2.0,0.46,0.2,1.9,15.0,17.0,131.0,109.3,91.0,2.2
7636,23.0,2.1,0.44,0.19,1.2,14.0,15.0,124.0,99.81,91.0,1.9
7637,23.0,2.1,0.48,0.2,2.7,20.0,22.0,121.0,97.47,91.0,2.5
7638,23.0,2.0,0.63,0.23,6.9,21.0,28.0,122.0,92.4,90.0,3.4
7639,24.0,2.0,0.82,0.29,8.1,24.0,33.0,115.0,96.04,87.0,4.2
7640,25.0,2.0,0.9,0.34,9.1,30.0,40.0,129.0,110.21,83.0,5.3
7641,27.0,2.0,0.55,0.23,3.7,19.0,22.0,129.0,121.52,76.0,4.2
7642,28.0,1.9,0.45,0.15,2.2,12.0,14.0,137.0,116.32,72.0,3.1
7643,29.0,1.7,0.41,0.1,2.1,9.4,12.0,120.0,99.329,66.0,2.7
7644,30.0,1.8,0.39,0.07,1.9,8.1,10.0,101.0,83.43,61.0,2.6
7645,30.0,1.7,0.37,0.07,1.7,8.8,11.0,91.0,73.329,62.0,3.4
7646,30.0,1.7,0.31,0.06,1.3,8.5,9.8,92.0,72.419,67.0,3.3
7647,29.0,1.7,0.3,0.05,1.7,8.7,10.0,93.0,68.09,70.0,3.1
7648,28.0,1.7,0.29,0.06,1.5,8.1,9.5,87.0,60.42,74.0,2.2
7649,27.0,1.7,0.41,0.13,1.5,17.0,18.0,71.0,33.9,73.0,3.2
7650,27.0,1.7,0.4,0.12,1.7,15.0,17.0,59.0,40.4,76.0,2.0
7651,26.0,1.7,0.39,0.24,2.2,14.0,16.0,56.0,37.8,78.0,2.4
7652,26.0,1.8,0.45,0.27,1.4,16.0,18.0,59.0,44.3,76.0,2.8
7653,26.0,1.8,0.48,0.22,1.6,18.0,20.0,53.0,46.9,75.0,2.5
7654,25.0,1.8,0.56,0.26,1.6,22.0,24.0,50.0,45.6,76.0,2.6
7655,25.0,1.9,0.53,0.53,1.8,27.0,29.0,56.0,46.9,78.0,4.1
7656,25.0,1.9,0.63,0.51,3.9,32.0,35.0,60.0,58.6,79.0,4.2
7657,24.0,2.1,0.5,0.52,2.4,22.0,25.0,69.0,70.3,81.0,2.8
7658,24.0,2.1,0.43,0.52,1.7,18.0,20.0,73.0,80.7,82.0,3.3
7659,23.0,2.4,0.47,0.26,0.8,23.0,24.0,82.0,76.8,85.0,3.0
7660,23.0,2.6,0.45,0.21,1.9,26.0,28.0,90.0,87.2,87.0,2.5
7661,23.0,2.6,0.48,0.23,1.8,25.0,27.0,106.0,96.3,87.0,3.0
7662,24.0,2.3,0.64,0.26,3.7,24.0,28.0,137.0,130.1,88.0,4.3
7663,24.0,2.2,0.98,0.39,9.4,28.0,37.0,170.0,161.3,88.0,4.8
7664,25.0,1.9,0.78,0.28,2.6,20.0,23.0,187.0,186.0,83.0,7.2
7665,26.0,1.8,0.61,0.22,2.4,18.0,20.0,184.0,180.8,77.0,5.6
7666,27.0,1.9,0.66,0.24,2.3,19.0,21.0,188.0,170.4,75.0,4.1
7667,29.0,1.9,0.65,0.26,0.6,17.0,18.0,191.0,166.5,69.0,3.8
7668,30.0,1.8,0.61,0.22,0.4,14.0,14.0,188.0,161.3,64.0,3.7
